id|random_number
0|0.9198080253167821
1|0.26066050317872036
2|0.8349005195109492
3|0.1851855893882174
4|0.222330190066386
5|0.13901889660164057
6|0.9285510467079099
7|0.25798380820734357
8|0.20613366951483925
9|0.5251663505989101
10|0.6675437921737848
11|0.2107991466031136
12|0.08098521809448445
13|0.29651928080947765
14|0.2798347719289259
15|0.24910487985396101
16|0.7285060018924274
17|0.5338495165232932
18|0.7848964946126638
19|0.5962234819395741
20|0.9093731215455519
21|0.5725269519560875
22|0.33701953535624984
23|0.3934757007007206
24|0.042218857778553054
25|0.4007919678217964
26|0.4511540105266266
27|0.6390820894305704
28|0.05767130562031397
29|0.4480138403252155
30|0.6155741534995474
31|0.6292848075960572
32|0.7157534876369938
33|0.7540930599232848
34|0.5046963890626702
35|0.4414661440296562
36|0.43679225719221704
37|0.02772905105421275
38|0.4328464820697775
39|0.08723540148328712
40|0.37413514070135423
41|0.14386545725140754
42|0.2008267619452626
43|0.8706549048358245
44|0.3331005038458683
45|0.5350780112885346
46|0.6095113130643502
47|0.9930551964503956
48|0.10855798638684788
49|0.8467583251716533
50|0.6498466002954603
51|0.4003164918364144
52|0.6525834511858623
53|0.9979724090013324
54|0.5067917842321118
55|0.1284029791330762
56|0.3975102457657347
57|0.7284351404553933
58|0.5186499849701047
59|0.5110721722162334
60|0.8705075008722666
61|0.28284382904412575
62|0.37907563247846887
63|0.6174647021854275
64|0.42800525858648075
65|0.822948400235529
66|0.7551746219044951
67|0.18976985542209646
68|0.3615081686580941
69|0.8083568167489421
70|0.045335297599795155
71|0.5119718200621395
72|0.40350073156296107
73|0.37889506965626385
74|0.733018407696646
75|0.6409137132119848
76|0.09782551111362636
77|0.4009717871359315
78|0.9833055172619201
79|0.1609508797033361
80|0.24650755411162095
81|0.3529722618977019
82|0.5971955825901762
