id|random_number
500|0.9549523160043637
501|0.69474038593302
502|0.7604090407230382
503|0.23299245253683576
504|0.9923098716101048
505|0.09730296911923597
506|0.06374594170127545
507|0.12998229056194643
508|0.5693752482821157
509|0.9645524663476482
510|0.7802101552065512
511|0.40236086007129834
512|0.9045653941213306
513|0.6175698001638671
514|0.5654952824354929
515|0.2601438088880158
516|0.4190252649729962
517|0.2342351275441923
518|0.14285171108920824
519|0.27211085351428943
520|0.11543051018291894
521|0.9693814103523124
522|0.4279221344546569
523|0.5265148450877482
524|0.14912271616286743
525|0.8935310634261954
526|0.14404282935728863
527|0.29073967818766777
528|0.03932914653026609
529|0.7829339364939619
530|0.39693286197120015
531|0.06730698501191068
532|0.17664075207887653
533|0.08885798563041303
534|0.48446001622180357
535|0.7692677408841492
536|0.2002836326330688
537|0.7779030220146795
538|0.3015974007768575
539|0.4133236113462291
540|0.7571868599010948
541|0.24085999042465123
542|0.7154569956724399
543|0.48604358176604545
544|0.6543348125962639
545|0.6986206779717359
546|0.2826851849507628
547|0.8567770503778896
548|0.058149166825734566
549|0.1251263140577631
550|0.37177162179346956
551|0.08013100493559311
552|0.9606163636693313
553|0.27053907196593174
554|0.11714118923192518
555|0.3383065460831549
556|0.37163676533871537
557|0.2542554876291915
558|0.8365800773666124
559|0.5250570079298793
560|0.5755839527991885
561|0.35208391310598797
562|0.22989012902302097
563|0.8317714459062495
564|0.34806141596969864
565|0.9100916520629042
566|0.36064303469054837
567|0.638868483476966
568|0.41361715423575696
569|0.8815533993285339
570|0.20642695740360395
571|0.25645525528490587
572|0.6231762679158597
573|0.6888042894105979
574|0.13337026003634156
575|0.5599067157983648
576|0.8939611351086977
577|0.10238667705452076
578|0.6467771125880998
579|0.3146143068525601
580|0.6807060643106931
581|0.06309737129103699
582|0.9667065925319591
