id|random_number
833|0.1413961624949327
834|0.619242989481319
835|0.7634197183890806
836|0.9613269218093813
837|0.5287189011953647
838|0.723533368853843
839|0.34718040591692023
840|0.7453483059100241
841|0.15732305735818253
842|0.8773996410288961
843|0.44665907475479216
844|0.788727772689477
845|0.43369985226274643
846|0.8133936613457639
847|0.529479243430678
848|0.6703018052778776
849|0.8334258906427788
850|0.03221711522146575
851|0.3262730776889937
852|0.6837124759094363
853|0.8063278463641064
854|0.30575627485994394
855|0.6447299614389332
856|0.04145789554750701
857|0.0118690387338245
858|0.6393942739120597
859|0.6957555684068046
860|0.7883674176892599
861|0.11204268949681206
862|0.7373075771509142
863|0.5264097538747591
864|0.7111548888632836
865|0.9795036805687019
866|0.6627032117508163
867|0.5370385122186874
868|0.14536847164038613
869|0.38086212335498715
870|0.9104860550300826
871|0.39364021211893185
872|0.17245627794730356
873|0.6891279954419804
874|0.7869064459494135
875|0.946533705260149
876|0.7130848313098629
877|0.9153189364210179
878|0.4827789206328036
879|0.220468245771136
880|0.17317327661791815
881|0.2733392673598648
882|0.4003840824578103
883|0.34102120147219006
884|0.23430161290861962
885|0.9950384619445722
886|0.9579459282884079
887|0.6110926462931321
888|0.9489576351714704
889|0.5626567536821929
890|0.8618791080915378
891|0.9685904027278865
892|0.05308349337353924
893|0.07457626983569521
894|0.13145901046476804
895|0.3639042896977891
896|0.6997312620979131
897|0.4164205917813022
898|0.6184130620454108
899|0.171762884451512
900|0.5333418170405292
901|0.06762466092217023
902|0.9207948085591875
903|0.46879348998539616
904|0.19982580490901858
905|0.9129743041844801
906|2.7773709365130905E-5
907|0.6971517842367247
908|0.7687347562147967
909|0.829544529414557
910|0.9593830897684835
911|0.044507940624813336
912|0.9393920714280717
913|0.29375670507909135
914|0.6809779549647024
915|0.23917437874341396
