id|random_number
333|0.16555152188721223
334|0.6427014579783722
335|0.21336277773352819
336|0.03960729240039096
337|0.7619575366563752
338|0.09237526972538901
339|0.11361192758621075
340|0.2276568527888131
341|0.019339928384379146
342|0.3719244969622941
343|0.6158785697760766
344|0.7317262263519106
345|0.8989761564958662
346|0.366017396234545
347|0.2097742871183974
348|0.9629363015921693
349|0.2586703889647488
350|0.9734725060181115
351|0.491119424249144
352|0.7130829156293591
353|0.4219703886226307
354|0.6155292675229315
355|0.3600530521520524
356|0.4853285138830198
357|0.4831415377939571
358|0.5973010392259508
359|0.4851555776362111
360|0.7886882368040329
361|0.35981621802912356
362|0.7716325332451497
363|0.836004336438297
364|0.30015922670259976
365|0.9234973347694032
366|0.014616518245188836
367|0.7343351539373287
368|0.8081821150452088
369|0.4427385197447046
370|0.5694222721344092
371|0.03948453722484491
372|0.5268634855462141
373|0.4676348812827499
374|0.44036466972135846
375|0.044782330030651685
376|0.7878984067794276
377|0.005935778135600089
378|0.6414744104873792
379|0.38571901346528437
380|0.36943740669187664
381|0.7331904514071674
382|0.5974656526258024
383|0.34040926251001313
384|0.5231760683191494
385|0.05189700393366292
386|0.7302952753815153
387|0.5509030844640076
388|0.7226036215377598
389|0.2656860995693495
390|0.958112580197007
391|0.190647809779512
392|0.05973389238066518
393|0.5452238986843686
394|0.35413844257854066
395|0.7581671203450762
396|0.3527594137757126
397|0.8358406272850123
398|0.054404405005632595
399|0.20314104842905956
400|0.7968308133956112
401|0.7531303600858748
402|0.2810135227696451
403|0.7913589134913772
404|0.4821325267306523
405|0.5649495662580192
406|0.8412084206513843
407|0.24271355562496588
408|0.31120801968342715
409|0.6893269575678178
410|0.1630041931484597
411|0.5132231012743154
412|0.5993805334021902
413|0.0393906338586556
414|0.0958480054098918
415|0.9088284862985124
