id|random_number
916|0.6530830463048289
917|0.5564490375815947
918|0.7882086424963298
919|0.7926919522249635
920|0.42650755872284085
921|0.865977758033282
922|0.7950502376901801
923|0.04676818035686603
924|0.8032055085626666
925|0.7829765239084423
926|0.9547186098849185
927|0.022680834207576828
928|0.3721507649968574
929|0.36098582973845694
930|0.9756623565344589
931|0.3864552432417363
932|0.6283163994482945
933|0.8243189925913045
934|0.24174961412615614
935|0.5618455801366394
936|0.6497276769288867
937|0.2836327964467502
938|0.3320776849664727
939|0.6350224009931263
940|0.04694099049614764
941|0.787918357315632
942|0.4959632203623435
943|0.28725972367131225
944|0.43547220054961566
945|0.10427889781059241
946|0.8585654151449854
947|0.9076215897193317
948|0.06979093788372426
949|0.6712589940949664
950|0.015247501958320586
951|0.0724671718351958
952|0.20823542611764034
953|0.18312492484030862
954|0.17500029335673173
955|0.28863265435900964
956|0.9662767413144793
957|0.5021149656705591
958|0.9433439704518408
959|0.2567323982254245
960|0.2590232051822021
961|0.04896816434765394
962|0.5984447912364194
963|0.4731977709357694
964|0.901822046575353
965|0.3469796538211837
966|0.561572066244482
967|0.45681766088372855
968|0.7247893502734326
969|0.53515981040767
970|0.2953408229635469
971|0.9386113510754478
972|0.9704703611890203
973|0.3920221304572029
974|0.1756889289205954
975|0.24814269668093136
976|0.3409422611502957
977|0.950292195559084
978|0.9232426775376884
979|0.462625194354341
980|0.5398927852110664
981|0.3524757211791075
982|0.26778091771740375
983|0.760598066551617
984|0.009084859656031341
985|0.7391823792037834
986|0.5565754048145406
987|0.36526059002355893
988|0.7471498659644122
989|0.9199425796689146
990|0.7344099125735345
991|0.2804712598255007
992|0.6686990573932537
993|0.8299409016320022
994|0.5061348199434901
995|0.44664450100386643
996|0.9270918842153522
997|0.8158933308910328
998|0.139315710412231
999|0.23564827319373916
