id|random_number
166|0.5536941194955871
167|0.5414975006174921
168|0.4438794040199082
169|0.47018010543375766
170|0.6610510893556079
171|0.9310425372291159
172|0.46356252571835654
173|0.7774721135839333
174|0.014915577718626394
175|0.018534106582473564
176|0.46615310695625467
177|0.03643093503681982
178|0.8203473537319455
179|0.1614149037040583
180|0.15455134404169946
181|0.5429171338843253
182|0.9570119897747932
183|0.8198558016565094
184|0.7022588392624374
185|0.7675102318572966
186|0.2367427791956488
187|0.5475498271639607
188|0.6227374417191197
189|0.18476938660429432
190|0.6174663657959614
191|0.8474245786053018
192|0.9170288790017052
193|0.7960039831742053
194|0.42740136118850514
195|0.9012669288498624
196|0.15311208073279814
197|0.5717888642517204
198|0.481335642293779
199|0.9992322862718225
200|0.07354509224548189
201|0.06844104182193933
202|0.9922381737157719
203|0.27526423675671485
204|0.08051647049942079
205|0.8294582739153058
206|0.0802548085938839
207|0.6384747572351684
208|0.3608649161287919
209|0.3479540671655095
210|0.2189260428207348
211|0.1713599346669712
212|0.309732374067927
213|0.5472433179252695
214|0.9830735238965296
215|0.5308910185660658
216|0.3665256516325428
217|0.5553243277369003
218|0.9783848230945641
219|0.038065540569270806
220|0.9515634957861742
221|0.15061595518180004
222|0.5739142398636063
223|0.9737479077380345
224|0.9783736448897635
225|0.8275214371262821
226|0.3177386227064093
227|0.2219936752945837
228|0.34526215637203117
229|0.47446415728949365
230|0.027531641537509532
231|0.41072876082634613
232|0.20731219398322276
233|0.6923799960279466
234|0.65792954470935
235|0.12752812155402649
236|0.11803196235336222
237|0.5838011117725305
238|0.9554617431242153
239|0.7207451411162696
240|0.020698747312252075
241|0.7776043291187463
242|0.9209904138904337
243|0.5412185603268601
244|0.5347737981143709
245|0.058634824070664227
246|0.6528215754574466
247|0.5744029203441305
248|0.8565276650516376
249|0.26659061185670885
